home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,home_goals,away_goals,Attendance,Venue,Officials,Date,Score,Referee,Notes,Round,Host,Year
France,Saudi Arabia,4,,,0,,,Aimé Jacquet,,Carlos Alberto Parreira,,Thierry Henry · 36|David Trezeguet · 68|Zinédine Zidane · 71|Thierry Henry · 77|Bixente Lizarazu · 85,Mohammed Al Khilaiwi · 19,80000,"Stade de France, Paris",,1998-06-18,4–0,,,Group stage,France,1998
Chile,Austria,1,,,1,,,Nelson Acosta,,Herbert Prohaska,,Marcelo Salas · 70,Ivica Vastić · 90,36000,"Stade Geoffroy-Guichard, Saint-Étienne",,1998-06-17,1–1,,,Group stage,France,1998
Italy,Cameroon,3,,,0,,,Cesare Maldini,,Claude Le Roy,,Luigi Di Biagio · 7|Christian Vieri · 75|Christian Vieri · 89,Raymond Kalla · 42,35500,"Stade de la Mosson, Montpellier",,1998-06-17,3–0,,,Group stage,France,1998
Scotland,Norway,1,,,1,,,Craig Brown,,Egil Olsen,,Craig Burley · 66,Håvard Flo · 46,31800,"Stade Jacques Chaban-Delmas, Bordeaux",,1998-06-16,1–1,,,Group stage,France,1998
Brazil,Morocco,3,,,0,,,Mário Zagallo,,Henri Michel,,Ronaldo · 9|Rivaldo · 45|Bebeto · 50,,38500,"Stade de la Beaujoire - Louis Fonteneau, Nantes",,1998-06-16,3–0,,,Group stage,France,1998
England,Tunisia,2,,,0,,,Glenn Hoddle,,Henryk Kasperczak,,Alan Shearer · 43|Paul Scholes · 89,,54587,"Orange Vélodrome, Marseille",,1998-06-15,2–0,,,Group stage,France,1998
Romania,Colombia,1,,,0,,,Anghel Iordănescu,,Hernán Darío Gómez,,Adrian Ilie · 45,,43300,"Matmut Stadium de Gerland, Lyon",,1998-06-15,1–0,,,Group stage,France,1998
Germany,United States,2,,,0,,,Berti Vogts,,Steve Sampson,,Andreas Möller · 9|Jürgen Klinsmann · 65,,49000,"Parc des Princes, Paris",,1998-06-15,2–0,,,Group stage,France,1998
Argentina,Japan,1,,,0,,,Daniel Passarella,,Takeshi Okada,,Gabriel Batistuta · 28,,33500,"Stadium Municipal, Toulouse",,1998-06-14,1–0,,,Group stage,France,1998
FR Yugoslavia,IR Iran,1,,,0,,,Slobodan Santrač,,Jalal Talebi,,Siniša Mihajlović · 73,,36000,"Stade Geoffroy-Guichard, Saint-Étienne",,1998-06-14,1–0,,,Group stage,France,1998
Jamaica,Croatia,1,,,3,,,René Simões,,Miroslav Blažević,,Robbie Earle · 45,Mario Stanić · 27|Robert Prosinečki · 53|Davor Šuker · 69,38100,"Stade Bollaert-Delelis, Lens",,1998-06-14,1–3,,,Group stage,France,1998
Spain,Nigeria,2,,,3,,,Javier Clemente,,Bora Milutinović,,Fernando Hierro · 21|Raúl · 47,Mutiu Adepoju · 24|Andoni Zubizarreta (OG) · 73|Sunday Oliseh · 78,38000,"Stade de la Beaujoire - Louis Fonteneau, Nantes",,1998-06-13,2–3,,,Group stage,France,1998
Korea Republic,Mexico,1,,,3,,,Cha Bum-kun,,Manuel Lapuente,,Ha Seok-ju · 28|Ha Seok-ju · 30,Ricardo Peláez · 51|Luis Hernández · 74|Luis Hernández · 84,39100,"Matmut Stadium de Gerland, Lyon",,1998-06-13,1–3,,,Group stage,France,1998
Netherlands,Belgium,0,,,0,,,Guus Hiddink,,Georges Leekens,,Patrick Kluivert · 82,,77000,"Stade de France, Paris",,1998-06-13,0–0,,,Group stage,France,1998
Paraguay,Bulgaria,0,,,0,,,Paulo César Carpegiani,,Hristo Bonev,,,Anatoli Nankov · 87,27650,"Stade de la Mosson, Montpellier",,1998-06-12,0–0,,,Group stage,France,1998
Saudi Arabia,Denmark,0,,,1,,,Carlos Alberto Parreira,,Bo Johansson,,,Marc Rieper · 69,38100,"Stade Bollaert-Delelis, Lens",,1998-06-12,0–1,,,Group stage,France,1998
France,South Africa,3,,,0,,,Aimé Jacquet,,Philippe Troussier,,Christophe Dugarry · 34|Pierre Issa (OG) · 77|Thierry Henry · 90,,55000,"Orange Vélodrome, Marseille",,1998-06-12,3–0,,,Group stage,France,1998
Italy,Chile,2,,,2,,,Cesare Maldini,,Nelson Acosta,,Christian Vieri · 10|Roberto Baggio (P) · 85,Marcelo Salas · 45|Marcelo Salas · 49,35200,"Stade Jacques Chaban-Delmas, Bordeaux",,1998-06-11,2–2,,,Group stage,France,1998
Cameroon,Austria,1,,,1,,,Claude Le Roy,,Herbert Prohaska,,Pierre Njanka · 77,Toni Polster · 90,36500,"Stadium Municipal, Toulouse",,1998-06-11,1–1,,,Group stage,France,1998
Brazil,Scotland,2,,,1,,,Mário Zagallo,,Craig Brown,,César Sampaio · 5|Tom Boyd (OG) · 73,John Collins (P) · 38,80000,"Stade de France, Paris",,1998-06-10,2–1,,,Group stage,France,1998
Morocco,Norway,2,,,2,,,Henri Michel,,Egil Olsen,,Mustapha Hadji · 38|Abdeljalil Hadda · 59,Youssef Chippo (OG) · 45|Dan Eggen · 60,29750,"Stade de la Mosson, Montpellier",,1998-06-10,2–2,,,Group stage,France,1998
Brazil,Italy,0,,3.0,0,,2.0,Carlos Alberto Parreira,Dunga,Arrigo Sacchi,Franco Baresi,,,94194,"Rose Bowl, Los Angeles",Sandor Puhl (Referee) · Venancio Zarate (AR1) · Mohammad Fanaei (AR2),1994-07-17,(3) 0–0 (2),Sandor Puhl,Brazil won on penalty kicks following extra time,Final,United States,1994
Sweden,Bulgaria,4,,,0,,,Tommy Svensson,Roland Nilsson,Dimitar Penev,Borislav Mikhailov,Tomas Brolin · 8|Håkan Mild · 30|Henrik Larsson · 37|Kennet Andersson · 40,,91500,"Rose Bowl, Los Angeles",Ali Bujsaim (Referee) · El Jilali Mohamed Rharib (AR1) · Ernesto Taibi (AR2),1994-07-16,4–0,Ali Bujsaim,,Third-place match,United States,1994
Bulgaria,Italy,1,,,2,,,Dimitar Penev,Borislav Mikhailov,Arrigo Sacchi,Paolo Maldini,Hristo Stoichkov (P) · 44,Roberto Baggio · 21|Roberto Baggio · 25,74110,"Giants Stadium, New York/New Jersey",Joel Quiniou (Referee) · Carl-Johan Meyer Christensen (AR1) · Roy Pearson (AR2),1994-07-13,1–2,Joel Quiniou,,Semi-finals,United States,1994
Sweden,Brazil,0,,,1,,,Tommy Svensson,Jonas Thern,Carlos Alberto Parreira,Dunga,Jonas Thern · 63,Romário · 80,91856,"Rose Bowl, Los Angeles",Jose Joaquin Torres Cadena (Referee) · Sandor Marton (AR1) · Luc Matthys (AR2),1994-07-13,0–1,Jose Joaquin Torres Cadena,,Semi-finals,United States,1994
Bulgaria,Germany,2,,,1,,,Dimitar Penev,Borislav Mikhailov,Berti Vogts,Lothar Matthäus,Hristo Stoichkov · 75|Yordan Letchkov · 78,Lothar Matthäus (P) · 47,72000,"Giants Stadium, New York/New Jersey",Jose Joaquin Torres Cadena (Referee) · Venancio Zarate (AR1) · Sandor Marton (AR2),1994-07-10,2–1,Jose Joaquin Torres Cadena,,Quarter-finals,United States,1994
Romania,Sweden,2,,4.0,2,,5.0,Anghel Iordanescu,Gheorghe Hagi,Tommy Svensson,Roland Nilsson,Florin Răducioiu · 88|Florin Răducioiu · 101,Tomas Brolin · 78|Stefan Schwarz · 101|Kennet Andersson · 115,83500,"Stanford Stadium, San Francisco",Philip Don (Referee) · Roy Pearson (AR1) · Hae-Yong Park (AR2),1994-07-10,(4) 2–2 (5),Philip Don,Sweden won on penalty kicks following extra time,Quarter-finals,United States,1994
Italy,Spain,2,,,1,,,Arrigo Sacchi,Paolo Maldini,Javier Clemente,Andoni Zubizarreta,Dino Baggio · 25|Roberto Baggio · 88,José Luis Caminero · 58,53400,"Foxboro Stadium, Boston",Sandor Puhl (Referee) · Gordon Dunster (AR1) · Luc Matthys (AR2),1994-07-09,2–1,Sandor Puhl,,Quarter-finals,United States,1994
Netherlands,Brazil,2,,,3,,,Dick Advocaat,Ronald Koeman,Carlos Alberto Parreira,Dunga,Dennis Bergkamp · 64|Aron Winter · 76,Romário · 53|Bebeto · 63|Branco · 81,63500,"Cotton Bowl, Dallas",Rodrigo Badilla (Referee) · Yousif Abdulla Al Ghattan (AR1) · Mohammad Fanaei (AR2),1994-07-09,2–3,Rodrigo Badilla,,Quarter-finals,United States,1994
Nigeria,Italy,1,,,2,,,Clemens Westerhof,Peter Rufai,Arrigo Sacchi,Paolo Maldini,Emmanuel Amunike · 25,Gianfranco Zola · 75|Roberto Baggio · 88|Roberto Baggio (P) · 102,54367,"Foxboro Stadium, Boston",Arturo Brizio Carter (Referee) · Ernesto Taibi (AR1) · Venancio Zarate (AR2),1994-07-05,1–2,Arturo Brizio Carter,Required Extra Time,Round of 16,United States,1994
Mexico,Bulgaria,1,,1.0,1,,3.0,Miguel Mejia Baron,Ignacio Ambríz,Dimitar Penev,Borislav Mikhailov,Alberto García Aspe (P) · 18|Luis García Postigo · 57,Hristo Stoichkov · 6|Emil Kremenliev · 50,71030,"Giants Stadium, New York/New Jersey",Jamal Al Sharif (Referee) · Mohammad Fanaei (AR1) · Yousif Abdulla Al Ghattan (AR2),1994-07-05,(1) 1–1 (3),Jamal Al Sharif,Bulgaria won on penalty kicks following extra time,Round of 16,United States,1994
Netherlands,Republic of Ireland,2,,,0,,,Dick Advocaat,Ronald Koeman,Jack Charlton,Andy Townsend,Dennis Bergkamp · 11|Wim Jonk · 41,,61355,"Citrus Bowl, Orlando",Peter Mikkelsen (Referee) · Gordon Dunster (AR1) · Eugene Brazzale (AR2),1994-07-04,2–0,Peter Mikkelsen,,Round of 16,United States,1994
Brazil,United States,1,,,0,,,Carlos Alberto Parreira,Dunga,Bora Milutinovic,Tony Meola,Leonardo Araújo · 43|Bebeto · 72,Fernando Clavijo · 85,84147,"Stanford Stadium, San Francisco",Joel Quiniou (Referee) · Hae-Yong Park (AR1) · Mikael Everstig (AR2),1994-07-04,1–0,Joel Quiniou,,Round of 16,United States,1994
Saudi Arabia,Sweden,1,,,3,,,Jorge Solari,Mohamed Al-Jawad,Tommy Svensson,Jonas Thern,Fahad Al-Ghesheyan · 85,Martin Dahlin · 6|Kennet Andersson · 51|Kennet Andersson · 88,60277,"Cotton Bowl, Dallas",Renato Marsiglia (Referee) · Paulo Jorge Alves (AR1) · Raimundo Calix Garcia (AR2),1994-07-03,1–3,Renato Marsiglia,,Round of 16,United States,1994
Romania,Argentina,3,,,2,,,Anghel Iordanescu,Gheorghe Hagi,Alfio Basile,Oscar Ruggeri,Ilie Dumitrescu · 11|Ilie Dumitrescu · 18|Gheorghe Hagi · 58,Gabriel Batistuta (P) · 16|Abel Balbo · 75,90469,"Rose Bowl, Los Angeles",Pierluigi Pairetto (Referee) · Domenico Ramicone (AR1) · Luc Matthys (AR2),1994-07-03,3–2,Pierluigi Pairetto,,Round of 16,United States,1994
Germany,Belgium,3,,,2,,,Berti Vogts,Lothar Matthäus,Paul Van Himst,Georges Grün,Rudi Völler · 6|Jürgen Klinsmann · 11|Rudi Völler · 40,Georges Grün · 8|Philippe Albert · 90,60246,"Soldier Field, Chicago",Kurt Roethlisberger (Referee) · Michal Listkiewicz (AR1) · Carl-Johan Meyer Christensen (AR2),1994-07-02,3–2,Kurt Roethlisberger,,Round of 16,United States,1994
Spain,Switzerland,3,,,0,,,Javier Clemente,Andoni Zubizarreta,Roy Hodgson,Alain Geiger,Fernando Hierro · 15|Luis Enrique · 74|Txiki Begiristain (P) · 86,,53121,"RFK Stadium, Washington Dc",Mario Van Der Ende (Referee) · Jan Dolstra (AR1) · Sandor Marton (AR2),1994-07-02,3–0,Mario Van Der Ende,,Round of 16,United States,1994
Greece,Nigeria,0,,,2,,,Alkis Panagoulias,Tasos Mitropoulos,Clemens Westerhof,Stephen Keshi,,Finidi George · 45|Daniel Amokachi · 90,53001,"Foxboro Stadium, Boston",Leslie Mottram (Referee) · Hae-Yong Park (AR1) · Paulo Jorge Alves (AR2),1994-06-30,0–2,Leslie Mottram,,Group stage,United States,1994
Argentina,Bulgaria,0,,,2,,,Alfio Basile,Oscar Ruggeri,Dimitar Penev,Borislav Mikhailov,,Hristo Stoichkov · 61|Tsanko Tsvetanov · 67|Nasko Sirakov · 90,63998,"Cotton Bowl, Dallas",Neji Jouini (Referee) · Tapio Yli-Karro (AR1) · El Jilali Mohamed Rharib (AR2),1994-06-30,0–2,Neji Jouini,,Group stage,United States,1994
Morocco,Netherlands,1,,,2,,,Abdellah Blinda,Tahar El Khalej,Dick Advocaat,Ronald Koeman,Hassan Nader · 47,Dennis Bergkamp · 43|Bryan Roy · 77,60578,"Citrus Bowl, Orlando",Alberto Tejada Noriega (Referee) · Venancio Zarate (AR1) · Mikael Everstig (AR2),1994-06-29,1–2,Alberto Tejada Noriega,,Group stage,United States,1994
Belgium,Saudi Arabia,0,,,1,,,Paul Van Himst,Enzo Scifo,Jorge Solari,Majed Abdullah,,Saeed Al-Owairan · 5,52959,"RFK Stadium, Washington Dc",Hellmut Krug (Referee) · Eugene Brazzale (AR1) · Ernesto Taibi (AR2),1994-06-29,0–1,Hellmut Krug,,Group stage,United States,1994
Italy,Mexico,1,,,1,,,Arrigo Sacchi,Paolo Maldini,Miguel Mejia Baron,Ignacio Ambríz,Daniele Massaro · 48,Marcelino Bernal · 57,52535,"RFK Stadium, Washington Dc",Francisco Oscar Lamolina (Referee) · Ernesto Taibi (AR1) · Eugene Brazzale (AR2),1994-06-28,1–1,Francisco Oscar Lamolina,,Group stage,United States,1994
Republic of Ireland,Norway,0,,,0,,,Jack Charlton,Andy Townsend,Egil Olsen,Rune Bratseth,,,72404,"Giants Stadium, New York/New Jersey",Jose Joaquin Torres Cadena (Referee) · Paulo Jorge Alves (AR1) · Hae-Yong Park (AR2),1994-06-28,0–0,Jose Joaquin Torres Cadena,,Group stage,United States,1994
Russia,Cameroon,6,,,1,,,Pavel Sadyrin,Viktor Onopko,Henri Michel,Stephen Tataw,Oleg Salenko · 15|Oleg Salenko · 41|Oleg Salenko (P) · 44|Oleg Salenko · 72|Oleg Salenko · 75|Dmitri Radchenko · 81,Roger Milla · 46,74914,"Stanford Stadium, San Francisco",Jamal Al Sharif (Referee) · Gordon Dunster (AR1) · Jan Dolstra (AR2),1994-06-28,6–1,Jamal Al Sharif,,Group stage,United States,1994
Brazil,Sweden,1,,,1,,,Carlos Alberto Parreira,Raí,Tommy Svensson,Jonas Thern,Romário · 46,Kennet Andersson · 23,77217,"Pontiac Silverdome, Detroit",Sandor Puhl (Referee) · Sandor Marton (AR1) · Luc Matthys (AR2),1994-06-28,1–1,Sandor Puhl,,Group stage,United States,1994
Germany,Korea Republic,3,,,2,,,Berti Vogts,Lothar Matthäus,Ho Kon Kim,Choi In-young,Jürgen Klinsmann · 12|Karl-Heinz Riedle · 20|Jürgen Klinsmann · 37,Hwang Sun-hong · 52|Hong Myung-bo · 63,63998,"Cotton Bowl, Dallas",Joel Quiniou (Referee) · Valentin Ivanov (AR1) · Abdel-Magid Hassan (AR2),1994-06-27,3–2,Joel Quiniou,,Group stage,United States,1994
Bolivia,Spain,1,,,3,,,Xavier Azkargorta Uriarte,Carlos Fernando Borja,Javier Clemente,Andoni Zubizarreta,Erwin Sánchez · 67,Pep Guardiola (P) · 19|José Luis Caminero · 66|José Luis Caminero · 70,63089,"Soldier Field, Chicago",Rodrigo Badilla (Referee) · Raimundo Calix Garcia (AR1) · Yousif Abdulla Al Ghattan (AR2),1994-06-27,1–3,Rodrigo Badilla,,Group stage,United States,1994
Bulgaria,Greece,4,,,0,,,Dimitar Penev,Borislav Mikhailov,Alkis Panagoulias,Stratos Apostolakis,Hristo Stoichkov (P) · 5|Hristo Stoichkov (P) · 55|Yordan Letchkov · 65|Daniel Borimirov · 90,,63160,"Soldier Field, Chicago",Ali Bujsaim (Referee) · Yousif Abdulla Al Ghattan (AR1) · Raimundo Calix Garcia (AR2),1994-06-26,4–0,Ali Bujsaim,,Group stage,United States,1994
United States,Romania,0,,,1,,,Bora Milutinovic,Tony Meola,Anghel Iordanescu,Gheorghe Hagi,,Dan Petrescu · 18,93869,"Rose Bowl, Los Angeles",Mario Van Der Ende (Referee) · Jan Dolstra (AR1) · Gordon Dunster (AR2),1994-06-26,0–1,Mario Van Der Ende,,Group stage,United States,1994
Switzerland,Colombia,0,,,2,,,Roy Hodgson,Alain Geiger,Francisco Maturana,Carlos Valderrama,,Hernán Gaviria · 44|John Harold Lozano · 90,83401,"Stanford Stadium, San Francisco",Peter Mikkelsen (Referee) · Carl-Johan Meyer Christensen (AR1) · Douglas Micael James (AR2),1994-06-26,0–2,Peter Mikkelsen,,Group stage,United States,1994
Belgium,Netherlands,1,,,0,,,Paul Van Himst,Georges Grün,Dick Advocaat,Ronald Koeman,Philippe Albert · 65,,62387,"Citrus Bowl, Orlando",Renato Marsiglia (Referee) · Paulo Jorge Alves (AR1) · Michal Listkiewicz (AR2),1994-06-25,1–0,Renato Marsiglia,,Group stage,United States,1994
Saudi Arabia,Morocco,2,,,1,,,Jorge Solari,Mohamed Al-Jawad,Abdellah Blinda,Khalil Azmi,Sami Al-Jaber (P) · 7|Fuad Anwar · 45,Mohammed Chaouch · 26,76322,"Giants Stadium, New York/New Jersey",Philip Don (Referee) · Roy Pearson (AR1) · Tapio Yli-Karro (AR2),1994-06-25,2–1,Philip Don,,Group stage,United States,1994
Argentina,Nigeria,2,,,1,,,Alfio Basile,Diego Maradona,Clemens Westerhof,Peter Rufai,Claudio Caniggia · 21|Claudio Caniggia · 28,Samson Siasia · 8,54453,"Foxboro Stadium, Boston",Bo Karlsson (Referee) · Mikael Everstig (AR1) · Luc Matthys (AR2),1994-06-25,2–1,Bo Karlsson,,Group stage,United States,1994
Mexico,Republic of Ireland,2,,,1,,,Miguel Mejia Baron,Ignacio Ambríz,Jack Charlton,Andy Townsend,Luis García Postigo · 42|Luis García Postigo · 65,John Aldridge · 84,60790,"Citrus Bowl, Orlando",Kurt Roethlisberger (Referee) · Michal Listkiewicz (AR1) · Paulo Jorge Alves (AR2),1994-06-24,2–1,Kurt Roethlisberger,,Group stage,United States,1994
Brazil,Cameroon,3,,,0,,,Carlos Alberto Parreira,Raí,Henri Michel,Stephen Tataw,Romário · 39|Márcio Santos · 66|Bebeto · 73,Rigobert Song · 63,83401,"Stanford Stadium, San Francisco",Arturo Brizio Carter (Referee) · Douglas Micael James (AR1) · Carl-Johan Meyer Christensen (AR2),1994-06-24,3–0,Arturo Brizio Carter,,Group stage,United States,1994
Sweden,Russia,3,,,1,,,Tommy Svensson,Jonas Thern,Pavel Sadyrin,Dmitri Kharine,Tomas Brolin (P) · 37|Martin Dahlin · 59|Martin Dahlin · 81,Oleg Salenko (P) · 4|Sergei Gorlukovich · 49,71528,"Pontiac Silverdome, Detroit",Joel Quiniou (Referee) · Mohammad Fanaei (AR1) · Abdel-Magid Hassan (AR2),1994-06-24,3–1,Joel Quiniou,,Group stage,United States,1994
Italy,Norway,1,,,0,,,Arrigo Sacchi,Franco Baresi,Egil Olsen,Rune Bratseth,Gianluca Pagliuca · 21|Dino Baggio · 69,,74624,"Giants Stadium, New York/New Jersey",Hellmut Krug (Referee) · Tapio Yli-Karro (AR1) · Roy Pearson (AR2),1994-06-23,1–0,Hellmut Krug,,Group stage,United States,1994
Korea Republic,Bolivia,0,,,0,,,Ho Kon Kim,Choi In-young,Xavier Azkargorta Uriarte,Carlos Fernando Borja,,Luis Cristaldo · 82,54453,"Foxboro Stadium, Boston",Leslie Mottram (Referee) · Luc Matthys (AR1) · Mikael Everstig (AR2),1994-06-23,0–0,Leslie Mottram,,Group stage,United States,1994
Romania,Switzerland,1,,,4,,,Anghel Iordanescu,Gheorghe Hagi,Roy Hodgson,Alain Geiger,Gheorghe Hagi · 35|Ion Vlădoiu · 73,Alain Sutter · 16|Stéphane Chapuisat · 52|Adrian Knup · 65|Adrian Knup · 72,61428,"Pontiac Silverdome, Detroit",Neji Jouini (Referee) · Abdel-Magid Hassan (AR1) · Mohammad Fanaei (AR2),1994-06-22,1–4,Neji Jouini,,Group stage,United States,1994
United States,Colombia,2,,,1,,,Bora Milutinovic,Tony Meola,Francisco Maturana,Carlos Valderrama,Andrés Escobar (OG) · 35|Earnie Stewart · 52,Adolfo Valencia · 90,93869,"Rose Bowl, Los Angeles",Fabio Baldas (Referee) · Domenico Ramicone (AR1) · El Jilali Mohamed Rharib (AR2),1994-06-22,2–1,Fabio Baldas,,Group stage,United States,1994
Argentina,Greece,4,,,0,,,Alfio Basile,Diego Maradona,Alkis Panagoulias,Dimitris Saravakos,Gabriel Batistuta · 2|Gabriel Batistuta · 44|Diego Maradona · 60|Gabriel Batistuta (P) · 90,,54456,"Foxboro Stadium, Boston",Arturo Angeles (Referee) · Hae-Yong Park (AR1) · Jan Dolstra (AR2),1994-06-21,4–0,Arturo Angeles,,Group stage,United States,1994
Germany,Spain,1,,,1,,,Berti Vogts,Lothar Matthäus,Javier Clemente,Andoni Zubizarreta,Jürgen Klinsmann · 48,Ion Andoni Goikoetxea · 14,63113,"Soldier Field, Chicago",Ernesto Filippi (Referee) · Venancio Zarate (AR1) · Ernesto Taibi (AR2),1994-06-21,1–1,Ernesto Filippi,,Group stage,United States,1994
Nigeria,Bulgaria,3,,,0,,,Clemens Westerhof,Peter Rufai,Dimitar Penev,Borislav Mikhailov,Rashidi Yekini · 21|Daniel Amokachi · 43|Emmanuel Amunike · 55,,44132,"Cotton Bowl, Dallas",Rodrigo Badilla (Referee) · Gordon Dunster (AR1) · Eugene Brazzale (AR2),1994-06-21,3–0,Rodrigo Badilla,,Group stage,United States,1994
Brazil,Russia,2,,,0,,,Carlos Alberto Parreira,Raí,Pavel Sadyrin,Dmitri Kharine,Romário · 26|Raí (P) · 52,,81061,"Stanford Stadium, San Francisco",An Yan Lim Kee Chong (Referee) · El Jilali Mohamed Rharib (AR1) · Domenico Ramicone (AR2),1994-06-20,2–0,An Yan Lim Kee Chong,,Group stage,United States,1994
Netherlands,Saudi Arabia,2,,,1,,,Dick Advocaat,Ronald Koeman,Jorge Solari,Majed Abdullah,Wim Jonk · 50|Gaston Taument · 86,Fuad Anwar · 18,50535,"RFK Stadium, Washington Dc",Manuel Diaz Vega (Referee) · Valentin Ivanov (AR1) · Sandor Marton (AR2),1994-06-20,2–1,Manuel Diaz Vega,,Group stage,United States,1994
Belgium,Morocco,1,,,0,,,Paul Van Himst,Georges Grün,Abdellah Blinda,Mustafa El Haddaoui,Marc Degryse · 11,,61219,"Citrus Bowl, Orlando",Jose Joaquin Torres Cadena (Referee) · Raimundo Calix Garcia (AR1) · Tapio Yli-Karro (AR2),1994-06-19,1–0,Jose Joaquin Torres Cadena,,Group stage,United States,1994
Norway,Mexico,1,,,0,,,Egil Olsen,Rune Bratseth,Miguel Mejia Baron,Ignacio Ambríz,Kjetil Rekdal · 84,,52395,"RFK Stadium, Washington Dc",Sandor Puhl (Referee) · Sandor Marton (AR1) · Valentin Ivanov (AR2),1994-06-19,1–0,Sandor Puhl,,Group stage,United States,1994
Cameroon,Sweden,2,,,2,,,Henri Michel,Stephen Tataw,Tommy Svensson,Jonas Thern,David Embé · 31|François Omam-Biyik · 47,Roger Ljung · 8|Martin Dahlin · 75,93194,"Rose Bowl, Los Angeles",Alberto Tejada Noriega (Referee) · Douglas Micael James (AR1) · Yousif Abdulla Al Ghattan (AR2),1994-06-19,2–2,Alberto Tejada Noriega,,Group stage,United States,1994
United States,Switzerland,1,,,1,,,Bora Milutinovic,Tony Meola,Roy Hodgson,Alain Geiger,Eric Wynalda · 44,Georges Bregy · 39,73425,"Pontiac Silverdome, Detroit",Francisco Oscar Lamolina (Referee) · Ernesto Taibi (AR1) · Venancio Zarate (AR2),1994-06-18,1–1,Francisco Oscar Lamolina,,Group stage,United States,1994
Italy,Republic of Ireland,0,,,1,,,Arrigo Sacchi,Franco Baresi,Jack Charlton,Andy Townsend,,Ray Houghton · 11,75338,"Giants Stadium, New York/New Jersey",Mario Van Der Ende (Referee) · Jan Dolstra (AR1) · Hae-Yong Park (AR2),1994-06-18,0–1,Mario Van Der Ende,,Group stage,United States,1994
Colombia,Romania,1,,,3,,,Francisco Maturana,Carlos Valderrama,Anghel Iordanescu,Gheorghe Hagi,Adolfo Valencia · 43,Florin Răducioiu · 15|Gheorghe Hagi · 34|Florin Răducioiu · 89,91856,"Rose Bowl, Los Angeles",Jamal Al Sharif (Referee) · Yousif Abdulla Al Ghattan (AR1) · Douglas Micael James (AR2),1994-06-18,1–3,Jamal Al Sharif,,Group stage,United States,1994
